condition,domain,execution_family,final_endpoint_class,final_source,global_sequence_index,hard_contract_vector,model_slot_id,original_technical_class,paper_id,private_score,result_source_sha256,task_id,terminal_outcome,variant_id
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,936,"[true,false]",gpt_5_5,exact_output_contract,se_perses,0.0,9a811894a8943472f346bb24b4290764650fda36b9f86341ee48011fbc1ac9c9,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,937,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,1c6c66122d47e9d69edef730c2e1de4c8a9d28a91cf97550e33aca907c433733,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,938,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,0b7455d55db2098ea0ae4bf43cf0d33a1290b0c68a56af68347f476af6cbfecc,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,939,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,bc49a736333d3f79b8f6f9d7f7a6663d59e280697989d1678b117b4747d37bba,SE-PE-01,operational_success,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,940,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,fdbfcd3342eb359cf6504882f7a9cf0a0572e0d6e51c411d5de95bebe6cef28c,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,941,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,e5ed64812c86a1504af61b09e45e5dce7e6ce6fa5dec1b59af63f206507cbd7e,SE-PE-01,operational_success,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,942,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,887e4a59128510466249c09032a159beef311426bf0c802c8bbe639b2fd78ae0,SE-PE-01,operational_success,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,943,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,63b74e7ba422a72cc45b1c92e19ea6084e350041a1b1b8030d72f85124b92257,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,944,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,cf72587d590b8bdf72992078cfb9e3ab0aae754b24399da1628ee8d0dd023f4c,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,945,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,129455ae56e60e1cf061d699efc739fd1b73795e046344fcad1a4221169b5c99,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,946,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,6df89dbe53e49340b7054373e979f141b9c7457aa02be95f06af3272516f60c2,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,947,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,e9e963250323b243edb82298684fc3c876757c18e157114c37dc9955ee9559cd,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,948,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,a5574c0ea860791ec5381d75424de631f08f5971c88c00f07f131fee58ff91f3,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,949,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,125f29b8b2883506e69e8ea849e9fb19c614341b29ef9e6576eccb620cc4774e,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,950,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,b485a1b3a7db75bbe2558e50f5ca106ecea93a3bb3e8b770f9d6dea37b74bab1,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,951,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,c6fe7e1f67f2c40e2d94ff665e448a6b1eba3633ef6b535fcab51b1e5cbb16a8,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,952,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,ed9d07056a63f72476645a88b908a078baf9184c6f5bff08ab410448828ac81d,SE-PE-01,operational_success,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,953,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,07a7a3c319f49e0e45f1cd6f004a56e06ea9f5bf16b5352fbf952115d184706c,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,954,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,8437334dac87d9050691427ae594658a5722f6bc6328b317f9da1ec32848100f,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,955,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,f2f9a6390e44ffe5d142dd4e011ae4d2293cd0b6862645810f921a69a3bff8a5,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,956,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,853f660afa85485211a1b425d164cdb9469627e4c45d739a466f9b905a80c304,SE-PE-01,operational_success,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,957,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,d685d73c3f90ab994a94017d1b22f4c63d77b30db9a06f376a39343fcfef67f8,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,958,"[true,true]",gpt_5_6_sol,exact_output_contract,se_perses,1.0,b32f5b8d0c35005f3bdea371a16bb295c1cbca4db23026d0bd33fcabb6570364,SE-PE-01,operational_success,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,submission_or_case_coverage_failure,fg5_exact_output_direct,959,"[false,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,94ed98abf925cb65c9443562aeb339cefa320e372616636bf02a2e18a2c69cde,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,960,"[true,false]",gpt_5_6_sol,exact_output_contract,se_perses,0.0,a3f9e09405630c7ab4e5d041b3ec6f1bd608f19e21868afa592e7e16e7494153,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,961,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,2d9bc3aaf7f99dfa36d83e48c32d660199e8232015bb9c24204455215cec10c7,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,962,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,4fe6b41d0a5ed96def6ff307cb64f66cf7624d725ac95b382a1449bca6f9e4dc,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,963,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,9732677261a8b13e1db1741f0cbd45e814670dc38ab74df24a957b0c456365f6,SE-PE-01,operational_success,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,964,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,c7e7f2a3f468fa6424c017122d5c858f4f2ad13f3e8ba4b45373885bdbc9bdd7,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,965,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,9d60111c620e8f5f4b5cc0da44ca1e969226c2c6f01fc5e769e0c749bfbb0094,SE-PE-01,operational_success,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,966,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,b2529c0b7184ef265908a1e4fb6938408c780198034b510f3c5be68e7a64d780,SE-PE-01,operational_success,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,967,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,89855d3f93af764582ac3a038935bad94a963840852f0c1aae440e0dccd89646,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,968,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,92302d0bbe1c509460b5da8e9cab568e44697cbd9650b560ba306d96cabd3b02,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,969,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,8290bbef6affcf2c3f9953a67bd8d1b986f3ff179ff9489fa8a17d77ef47d406,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,970,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,d8d92f21d8e1620d35ade9ebccef073632f3995594724cca3de3c09c5eaf41af,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,971,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,bbe57bc9b78ec0c05d22e5bcd0eeefb3ffc03dcbcf05c14ab422c6a4e13ce8a5,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,972,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,0e5b18ee991e2efa7fc0bdb1f8ae6564ef0e392531bd7128ab3d9d212c3a8796,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,973,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,b06683e58fb126361e7e62386e061c21b5c278231be0871bb9da9af3fd450c35,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,974,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,639ca641fa388b724604db526ebcad395a1ced2ee3c3a5d951527b6982183c49,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,975,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,5209ed8fed6742891f08156bf48013c9ae7179a4699a473adea97b6cf01fdf82,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,976,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,908ace8f7c90b1b4d9d9aefe9ae2d8076882be5ddd7a143d2b1f5906860c0c6e,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,977,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,bf9c5ac8371f6eb7089c0e615533f716aef5ea3baecb002d2cf2e412500f7074,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,978,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,d25010a42cb41a1e787887015aa32b69413bdee5656968c62bd572e96f3e2566,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,979,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,296c9375ab5d209b20896689986069da6d5f66eef4b63b875e8efeb9e8fcb327,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,980,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,eadf49f9a5ca6113ae8507399f6093ce59ed0c153ea2dcc33ecfc30fd1a05eb4,SE-PE-01,operational_success,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,981,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,ffce3f47765926cf9a1439e9f48b3bc8f8ebf1aa50d49ee9c65b9cb806beee75,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,fg5_exact_output_direct,982,"[true,true]",gpt_5_6_terra,exact_output_contract,se_perses,1.0,c53a32f58f31f9c8d2af28d01e99874fe9c243dd5dfb2b998a3b3b68289adb0a,SE-PE-01,operational_success,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,submission_or_case_coverage_failure,fg5_exact_output_direct,983,"[false,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,aec20eca84e0388164fc2a6c6b3dd9416c78effeeb1572ec3042009d8daf8f24,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,984,"[true,false]",gpt_5_6_terra,exact_output_contract,se_perses,0.0,0004e51f0186d2853b918127e7019a074ceeb440ac69453ff1bb85c2edcadf08,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,985,"[true,false]",claude_opus_4_7,response_format,se_perses,0.0,30121fb8e7eb3b80409424293ddac964d51a184eb1284bee769af0933dd0b5c4,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,986,"[true,false]",claude_opus_4_7,exact_output_contract,se_perses,0.0,17850d7fe964974569cd98d78e9334de7ecacb5dcbaff7bd0805afa767a7106f,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,987,"[true,false]",claude_opus_4_7,exact_output_contract,se_perses,0.0,f0208aad249b1b9c9607fd72f579a4f4f15051b761a95f4536464ac0f69536ac,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,submission_or_case_coverage_failure,fg3_retained,988,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,se_perses,0.0,2cda8402d25f30b536b53cb6c2dc32c7e7b18b57bfe66aaddf621c3df89036ee,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,operational_success,response_format_successor,989,"[true,true]",claude_opus_4_7,response_format,se_perses,1.0,a626836e0ede11c7534b7a344325ddd6ce234bad3984f384509c0f2f88d7b5d6,SE-PE-01,operational_success,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,response_format_successor,990,"[true,true]",claude_opus_4_7,response_format,se_perses,1.0,5343ed87eb6631e0ccdf56df5ca84be9e3193c06d4c5491cb147f9b55b85678e,SE-PE-01,operational_success,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,991,"[true,false]",claude_opus_4_7,response_format,se_perses,0.0,ae6abc38e8cf5b8d18f9f24d3ac07aa7ea7635c1452f000aeb489022fb7148d5,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,992,"[true,false]",claude_opus_4_7,response_format,se_perses,0.0,2e94f76e0ba635e38f1136ff420184e6e3034257bfbb3d28ea451a3fb028471b,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,993,"[true,false]",claude_opus_4_7,response_format,se_perses,0.0,f836505345442dceb4188ac11c380a5bb35334a4996e6e19734280db28091a92,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,994,"[true,false]",claude_opus_4_7,response_format,se_perses,0.0,f93ce03047183d1c5bf02b5f27f36a090b1ceb6c0c855feb0aac1b48ead50714,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,995,"[true,false]",claude_opus_4_7,exact_output_contract,se_perses,0.0,187fd587e692d89a0e0ab07af1965e3a82d239597a478c194e9de552a4866bd7,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,complete_submission_private_contract_failure,payload_interface_successor,996,"[true,false]",claude_opus_4_7,payload_input_interface,se_perses,0.0,0574aebca92a6d49bce72c8f78814136127fdc685ddebbc00b110461a0624067,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,997,"[true,false]",claude_opus_4_7,exact_output_contract,se_perses,0.0,542c2f8cda4fd0fc7fb3087f600759c40c179acee08fe94d135bb4ace5b207b0,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,payload_interface_successor,998,"[true,true]",claude_opus_4_7,payload_input_interface,se_perses,1.0,6dfd0f43c2ae1aa3d1d385bb8e203020f26a52d907e052f464e437c0149c0e06,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,999,"[true,false]",claude_opus_4_7,exact_output_contract,se_perses,0.0,b2e41edef340542e711ef9a88d3089967c0e2f947894e1315635a44edd678493,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,submission_or_case_coverage_failure,fg3_retained,1000,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,se_perses,0.0,47d2b9c325c2dce216ef60295afbc54516c098f08639928ad086d1a94be16198,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,1001,"[true,false]",claude_opus_4_7,exact_output_contract,se_perses,0.0,7c1b14b564f6d4a9852cc74bf64df846872392b6243dc73c5243daa1b2f5824d,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,submission_or_case_coverage_failure,fg3_retained,1002,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,se_perses,0.0,48509b8867339cb930d5bd5080b1387e0fe84b081368e881896e6bfef3c9dee3,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,1003,"[true,false]",claude_opus_4_7,response_format,se_perses,0.0,20a67af0df4691f8d39f20ce48b1ceb14086c85bdd292455660c12b00dff791b,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,complete_submission_private_contract_failure,response_format_successor,1004,"[true,false]",claude_opus_4_7,response_format,se_perses,0.0,0355ceed6c13ce8265116db6dbfb5372c73e92b0626eab1356ef31b5a0634f7b,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
S,software_engineering,required_closed_models,operational_success,response_format_successor,1005,"[true,true]",claude_opus_4_7,response_format,se_perses,1.0,eacdd719ee53725ee618babd224bb86df3b5b0c6c82f8e0d2ce5ff4d58e12ac7,SE-PE-01,operational_success,primary_dag_ratio_60_v1
I,software_engineering,required_closed_models,submission_or_case_coverage_failure,fg3_retained,1006,"[false,false]",claude_opus_4_7,experimental_outcome_not_technical_error,se_perses,0.0,d9796085ddcbdb61dd21956e2d73f129a3aaf1f79fd6e5b8d9fa8ca0aa71a783,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
F,software_engineering,required_closed_models,operational_success,response_format_successor,1007,"[true,true]",claude_opus_4_7,response_format,se_perses,1.0,c635ec299bd64f87044680b2ce5109c730b5655a0b4f3335e97118e42c0e58c8,SE-PE-01,operational_success,primary_dag_ratio_60_v1
B,software_engineering,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1008,"[true,false]",claude_opus_4_7,exact_output_contract,se_perses,0.0,d3cd04a71bc9ffa8b3990541b996d11bd76dd6863a95e00398e97ae857cf1b86,SE-PE-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1009,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.71875,1e95dac6f752c905f1a804900322b7c8171dc766c123f5124db7a9a63b074384,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1010,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.859375,bce8daae56de1c244ab7e0cd9becaa021cd358ae284551cd4b516542944f82c1,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1011,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.859375,5351472b835e7946e29968dd0daf8498b9587ca3b60b953d9698d3c9c11463f2,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1012,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.71875,629ff4f9ec792e399dae61989752fba0d1fcbb46fb2b843c1cc0dc05e4ab8aa9,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1013,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.71875,9daf4de2635de657998a8059fcfc2b08515f131247447b792bf5c852ede3187a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1014,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.859375,7e82ddcf6d946ae99219a6b1efcdc4253c9adbac9a65461b88bfec88286662cc,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1015,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.71875,31ef5fdf57670ccb2676dff64947f0f6b8726dfe51de57411af4bb2ddaad3c7a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1016,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.71875,48aeea648f067cde84e84d7b76e25bbae3d9f2011441fd08aa4c7feec3b47a0a,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1017,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.71875,72c90b7ba56e780a1bc3c9b6fc133dc5dc970ac1a679a5a33de9e1cf5faeb825,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1018,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.71875,338fd8efe110b665471739e43ba32f11073ce43031895250ad4204461498e4ab,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1019,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.859375,d3d236ed9d0ac5ec1eb7c5e08213fd51decf74f1225c83a65333fbd36d4ad75d,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1020,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.859375,5910458b8e576d0bf16ce1f3c1f136accefa4944c2d3e5972c564da809dd2aac,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,submission_or_case_coverage_failure,fg3_retained,1021,"[false,false]",gpt_5_5,experimental_outcome_not_technical_error,data_hdbscan,0.0,ca254b2eb53fa47dd1c5e2f4342e0cd5dddefe0833b453d773b5141729fe059e,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1022,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.875,291a9d1c0be3fecd84c526964f4cca2962d812052a8987fd7953fe18e31f8a3e,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1023,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.890625,b4cce1723edcaf2c579e76e23e7a6bf35242eda3c07e4740c04951d272a72323,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1024,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.875,04dae4c488b951ecf92dbf4335969d5ec562178b89540e2ebb544ecf3c2fdbf0,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
F,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1025,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.875,2b896289c9487ebc9291e2fc463394109f4f6b578357144975803c45e551884c,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
I,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1026,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.890625,95d6bbdd42238eae955cfdf6ba72ce952028c71011658d0410aa5a909a340ecd,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
B,data_analysis,required_closed_models,submission_or_case_coverage_failure,fg3_retained,1027,"[false,false]",gpt_5_5,experimental_outcome_not_technical_error,data_hdbscan,0.0,5abae3270c418ae5c683066feaa66c8099e762eb2f9b30bd9d4fe7888d7d88db,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
S,data_analysis,required_closed_models,complete_submission_private_contract_failure,fg5_exact_output_direct,1028,"[true,false]",gpt_5_5,exact_output_contract,data_hdbscan,0.875,29bd115b7b580aaff5fe73abe4b9f30c04dad36e2b5c2cd833397d7aa49f67e2,DATA-HDB-01,hard_contract_failure,primary_dag_ratio_60_v1
