global_sequence_index,hard_contract_vector,result_source_sha256,source_endpoint_verified
779,"[true,false]",a0db2efa42b6a47a2dcf965b7d18d85ba53572ecc774ff4be7ee2ab7b5f578ac,True
780,"[true,false]",8c551939fd52dfce8fcdb1ce673bf1e9e744b11d6d629d16e7802442ccdbf6c4,True
781,"[true,false]",dc4c0b91f005bb1b2daf98f5893e944ec56dea9ac5edb63c48bfd62b5d9d586c,True
782,"[true,false]",05f31117f7a5dbf340ceb025a415f6d7ce1ee93e42f4cd8273b3b68e5ae3bdb3,True
783,"[true,false]",3b4226486f856c78e4861efee2c4e3c5782e4fd4c0a763e08e381bd4e24d65fd,True
784,"[true,false]",f95d8de32ef21fd8c37f8a87c70d7595029647ba76a0ab7ad1b937464ccb8f07,True
785,"[true,false]",6f1df63f051766415f56eb6cb4064c26363db7a9de423652d307947ab30a892e,True
786,"[true,false]",8b83088b9db14533d2fd4e7895ab5883e192d1199d83602c182f95c87b7e0355,True
787,"[false,false]",6f3a1ca01a9ed8d4710d4bd40bc732f2e345a283ef559899cfee7f942941bb6c,True
788,"[true,false]",0486019618f7bcd05ee59fa7988978376c2b145bb44818a9baa864c265b7feb1,True
789,"[true,false]",15917eed5047e3c73367bc0b052e4605836ca67ae3340d8c56fc00f939c86d91,True
790,"[true,false]",94fdca4aa50a57de676076100f470e6f1d071da601b02ae1e27a0573793f1c50,True
791,"[true,false]",885513ca13e10460fce4a6d2ec9451559d2a9808afc28271d137a6039ed9b67f,True
792,"[true,false]",09d7c58611373cbda93aa3332f5b947ca136e1ed460d999e236a8dd587e518e5,True
793,"[false,false]",37afb660f3ee8841733416bd68efffa8a7f49595b58d6e27474e85b0a95c1730,True
794,"[true,true]",b97f34cc25cec1d5d6927797225473bc10ee6458d7911bb0efcd9285d27d848d,True
795,"[true,false]",d6105a994fe7147a855f873c85fc8c2bef6387db58848782a4a30cb9706e3fa0,True
796,"[true,false]",c5e46a784e9a4834635eec9633edd7869e74bd93f4e349c2160f225d2a2fad93,True
797,"[true,false]",51c6a000f758625b6dcec805b8e6a6b19f0ccd2e9de9f5bfc73f403d55b764a7,True
798,"[true,false]",dd796a7d9a6d91c49c76fe63e9a39d612b1494c8b08c21245d437239fa9b6502,True
799,"[true,false]",0200dd0449f4f2f48d8a251d5de28973c0368eb17ffa3f2b50dbd7546d1a6cca,True
800,"[true,false]",84d219da5504775376b2d8475272a409ab856d06b80166bee8a9235a1f424213,True
801,"[true,false]",e1025203f6a2fa17fbcf548e4f541642da8f5061a82e1ac84a3b99d7c6f2de59,True
802,"[true,true]",407a15c58b682e065c8e7ca07c54165b34ff7eb460f6f6d871fccd52c792090f,True
803,"[true,false]",f1f39d144057a1646ab691d2df6313ff8d6abb40e407c56ce01974248423900e,True
804,"[false,false]",d5f0c5357321c74556a0efd73020298b2ede41db10708337e36c392a66206356,True
805,"[true,false]",a9bbd49161a99b283518f0009ba2ef57e13b0e30750a16edbed02492b509cb73,True
806,"[true,false]",6e19bc5e2aa568436f1d62d6196c97198ddbe8db135876ac5877d6cac6a3d46d,True
807,"[true,false]",7f969e6404d692efca253942c77902bfb82669b211f68af8caba07656932cd2a,True
808,"[true,false]",88558bbfddd8e92148c46e319661fd1af71424c0fa353405b8b23dd6d77f826b,True
809,"[false,false]",a5d39d4f525561476f6d4e1211c926d2ea925bd5249288729cebc6010ef43ee7,True
810,"[true,true]",53cbfd9e4873f570e5ac7179cde22fa50f5b1cefd1c7bb4b9952a18469bd0814,True
811,"[true,true]",911139a6e389370405265ca7f8b0ee1092f84f840006c88f6127fff306779493,True
812,"[true,true]",ff2f1f8a3910f3ab855ca92d820820a994605f22c0347f19419a7348dba8c97e,True
813,"[true,false]",152fc6b9883a28b2320dace0f9a47149270cf0991436f611d91d92febade7fe9,True
814,"[true,true]",e4702fcba743fe38e1bceb124787c0ea123667fa3b4be41c79db4232fd1c3435,True
815,"[true,true]",a12c5022e5ceab5a60221fcd7c64ea660f04fc337110374dd0dd8885b07ce2aa,True
816,"[false,false]",2297c2287be2567c3f4b03d76a33c7c80dbfb629b803ebedced38875b95971a1,True
817,"[true,false]",dde4edacbf735a81012c2dac9bb299b00b5465dc04dc16c10ba0fd089c881353,True
818,"[true,true]",a63c11be6baca7020317021f21d63d7564ac92e5a2eed4fe6c2d1ecda254a116,True
819,"[true,true]",7af2976b25eea150049f7a4f45a33130a6aaf0e96ed9fd279b781359c4c69fb3,True
820,"[true,true]",00fee12f46c28d56fbe2a9873b213e8ff9b716b6db8a4ee28db1cb9ab044f47d,True
821,"[true,true]",0d28f990a861c33a1031abc16377d54911dea8c86cb0ce09b4eea3148015995b,True
822,"[true,true]",34c154713c8a9ab4c2ca8fb9eec3ff4ea6f63f800bc3ee75f040ea39f693f35e,True
823,"[true,true]",66e7c978340c11312e6a2b092ef17cee050a7eea518715f25f51becc68231988,True
824,"[true,false]",2f98e3005cd7a0b212a93719eaa34b38851f8a5c1bba6f1c96e2c5b7f190b5bd,True
825,"[true,true]",24526de9436b759acd419742835a25e3f6d4f6dcf481d36474a3a41c1a29ed50,True
826,"[true,false]",559b8ad1113edbba943d6119286b8c0b2b43ecf8e3b558b6a138d36523dd5b7a,True
827,"[true,true]",edd1afa51bf96000aa49144251d54f7ed85d23fd96c1704e36679a5f4eab5029,True
828,"[true,true]",167f58f393201bde914c3f286aa0c9b886d395e43bb47f56b6b13854600d480b,True
829,"[true,false]",0007bd47644a76e03c53d9b122e0e2a67678e811aee02b1d3a943de145f6beb5,True
830,"[true,true]",c019f8917e89f87570af1039a5a54da034dc9f9097ae4257132c6e3951602f94,True
831,"[false,false]",c0789025e084e440914c12bde32bd80d6a6a945a8ad81327e2225cd43b232e4b,True
832,"[true,true]",d352fc69fb61bf2e6b9533aaf5455b413bb368fe752ab95cdef881ced00eb1ef,True
833,"[true,true]",196e9f8ec06384c48dcd64b99b0d09190f867225fc659f529c865039bf3c30fe,True
834,"[true,true]",32593a65d2d4df9728efb11627d08889191190769b066c0b62a321ef074b05ae,True
835,"[true,false]",96685c5542b24cb8271e78394a5152c2a7a6a3b44073f60bd12032644f778b29,True
836,"[true,true]",0d6b29ab51ae09c50484c3a3781dee8cd5da17fa1f69be21b03a81cbdb721b44,True
837,"[true,true]",9c5fbe234e2cbb160a16523718db96989a2e4aa3d1d0c36da2b68c160d4aa746,True
838,"[true,true]",80c8dde6acfa3188e73c0c9067d7b697da2bcde0fa1d013db8a4d9ee86bca981,True
839,"[true,true]",d98d63527a0eb3e13ed0ca235f1ceb625c75b361ee0c31d59a964d2d5126e719,True
840,"[true,false]",9e6a8155339ae11af187fa8f869ef73cd73abec3445540ea196b1d90d520471f,True
841,"[true,false]",849a4e92424ff3676dcdab6505c1207d5c7fc5bf4c269323536589188fd3dc3a,True
842,"[true,true]",221de1e33c464fb44771d4db9e6bbfed4e0c1d64ca4257a6369ce203309dd449,True
843,"[true,true]",298e53eeb92cb400005cdc35952f2b83f8103c379582755f24010a13bf0e3ef1,True
844,"[true,true]",db82e6be3a187583f150a1dac528d9d1fff8444f9d0a4e27543b154ff07ee91b,True
845,"[false,false]",a5523e138e183440e089429dfdc2808888934e65b851e814894d236abe2a0a6c,True
846,"[true,true]",81e791774e1a56f0e4a24191b4d6ce484be8a2ca9819684fbc46325cdced0faf,True
847,"[true,true]",682a9a178508736b8a67897e415cfff32f8e77448bbd68eec4ae2c4d10027671,True
848,"[true,false]",045111243fd51e96db877368ea0a4ffa5a9bc7a745984545f1e4bd548b44141f,True
849,"[true,true]",2f56069eea8c8f725dc5c59144d7867ae5148ea8d89f3bcf9fa3431d0d7072ee,True
850,"[true,false]",6f695e24bdd3b21cff782865d56b1390cce701656d49eaba4f003260f1642057,True
851,"[true,true]",024a224200419334061cd4d629922b4551e4e520ad5d76a10d65c4543733a820,True
852,"[true,true]",2e7c9c0042443bb64f76e01466f816a041525e5613f774826d624565db5afa90,True
853,"[true,false]",625aebad1ec9d8f2347c41a5c9e8525d6d534287b746a127d0c2a1e6e052114a,True
854,"[true,true]",ca4369a7af20bfca9de7efe56607a0da2341f7c032c06b4920909e2a45b4b96e,True
855,"[true,true]",2bcb334379bd09808f23f489f774ff0a82f250c1568980134c6b78c23e521ec2,True
856,"[true,true]",9452ba8eeeb46785e9b65ba27e87d44842f74f7076dc1bc5d7629cfb073023b6,True
857,"[true,true]",c2f3323217d7803ca19a65182674dcaebf2954fcf4e601f587d7c30f03c57411,True
858,"[true,true]",93dfeaa5c3297b21a135bf069858356e0607575d07d07bcf52e59b64de450174,True
859,"[true,false]",707182d872d9f86083b1e4d9cfa904cd173bd3b29fb742950da7f5e8ba17a31e,True
860,"[true,true]",31951b702de77dfb6dfb71dd8d308305e48e7b9c3e95cbe850bfc9fd353fa719,True
861,"[true,true]",a21b9a3528b6bcdc317cec4197c20e489300214c009eef45d6b1071007dba428,True
862,"[true,true]",0e8ce09a7f8c9608a39f4256db6281a246eb6b59502668e4239d912c5b75cdc2,True
863,"[true,true]",25fb9947d3ac5a2b919175cf0d1f8c3421257655b04e4a9dc4c470d03f7033f6,True
864,"[true,false]",824657941bc4063edabdd3cf4d9999f923f87babdb4c3a71a3b9120c9f2ae171,True
865,"[true,false]",0e5579a53ab7e4c02d89b0e2c90ef1dc3ad95a27b996ca5b0e27967626491c3d,True
866,"[false,false]",82560db75a5036bf1f6da3686fad25ad733881dbc3d2d69f594591dae54acf3b,True
867,"[true,true]",71f24839acd640c218a0734f27392df330bfe67fa4802dbe4c77fd701faa71b3,True
868,"[true,true]",ccfc820694e3e9c55dacb445549516c52ed4de5dd8410f110b99767004385a53,True
869,"[false,false]",812ad9dc061afe217a96465b5dd3060428682ee99d48fb1c9c52ae759e8e2cad,True
870,"[true,true]",8e1d972c5d8d0ebcc6fbcbd2d32ac34a08c745444b9301332ed1aa98b86539ac,True
871,"[false,false]",b84118e0eea4d7d2759d2e30679ded1b26b0f7713e0a504b66478e12318a741e,True
872,"[true,false]",dff93046fb031c6a542001eafcb3587cb968d9a63c8a1a8a2435187509764d58,True
873,"[true,true]",2875e3951aaaf80ea70d76c701e6ad3d54382ae981d9279c3342a75b2f81f826,True
874,"[true,false]",fa638a42c542012b909eab005ea94a5bf8a1a3bf8c1836c10295beacd50a87f0,True
875,"[true,true]",baea2301cc570769d8793886546d4c28b74c7f57da467ec7b95f1705fe445a87,True
876,"[true,true]",e3938dcc83fbfe9b6887d447a51ee1bd5d2e3b2cb120db7796378a35d672a141,True
877,"[true,false]",105fb6ba9648ffd4ef086b0b334b9c4b6d6e2a5d87df668bcd04a7365820aa19,True
878,"[true,true]",9aa98b17def3408f831f0d0d0981c4d826afac851df7ba96a40689777d7f35c5,True
879,"[true,true]",df09ad2673d9e7d6dd273f0d83c83cc00638b16abf55d6f9d5edac64e64682ad,True
880,"[true,true]",c0dcc66bbab482907fa172620841692e893961a34e79e845b655b9d8b94a0a62,True
881,"[true,true]",109489546bb37e779d011fd7eca2ba2a5b9b746fb7f9a424c894ddeee86d6d3d,True
882,"[true,true]",ef581246260f64757bc1723eecde289b84429d40e1f05189b8611c7be83cf898,True
883,"[true,false]",1e95299e1a88ccce5f26c6705bbf144362c7171d56c09c51b4de04780aeeac9c,True
884,"[true,true]",cf446b6e613d49057efd23790445ae95ec6d26505197ee035e6865d0be13b8e6,True
885,"[true,true]",a5b1ff6c90f15f5bae7ec49bedcc415ec1cd84c6f52059a57b46b85ccba726f2,True
886,"[true,true]",c71183ae6e1e7a940b096546c1a267af9c0f539e3e775b067a13c7a298971421,True
887,"[true,true]",c81916ced7fca10778059547fb4385117bea32311c8690a33810912c175c2405,True
888,"[true,false]",8f501288cb3da228796925a9f6080d024e4f0c4d0b9aab1f12f642a841fcd939,True
889,"[true,false]",bd8bb32d2e1f03fa877a4f09cf309e3bd49efbc0123b65ae1291c78fea8360df,True
890,"[false,false]",34c7328b93de9afe58da333e6513dfc415d5a280d2e37a77068f148dd0941c3c,True
891,"[true,true]",f3e5e20b20e605e132d02863422c70238d74dfeb5bf9bf24a22f0259473c5c94,True
892,"[true,true]",ec9f3230ef9d5e245a90f792b80b6c20e1e82e46a642d311af7cfdc52003c876,True
893,"[true,true]",0059cdfb2ec9136c441ff470e6aec4688f002859d290f5340d0429935b31394d,True
894,"[true,true]",0992535a50351de7aceec0f1e4f5a1cbba51d5e9cf1f5e6d687293cf2eaaa16a,True
895,"[true,true]",ceae326056c912471995b4970a6384b8d29b567945677f2a7d4e32b4df28f085,True
896,"[true,false]",4a9def6a8c5a1d1022a241a048e5153118957b76957884640f308227f7d4dbd1,True
897,"[true,true]",cce0c133c8cc02a6ac15cd94b23b2529a0f5b83d768f604cef11b3ecda376a55,True
898,"[true,false]",b78d344b38894f8ce73cb14cd01e1656401736b7c8e74d2aaf01cee8271316ca,True
899,"[true,true]",97bcf1fd6d6192d4392d7be1b2bd63b5262c9bf4e52b82863bf2a3a6cd571840,True
900,"[true,true]",69e05c60d71050d95af591e69425205e17cf00f0f0a9aa83d4fb3ee5529516ee,True
901,"[true,false]",ea529fd30abe53684158e9caea35e51d9afcede736298ab4dbadf73f7ecbb7a5,True
902,"[true,true]",bb351c9c703d10b100d4fa15e592b91a501b881aa0652d00d2b68b8f3c68ceba,True
903,"[false,false]",52f2b5f68b2200b2acf28cfb56db4011e29f1acd59539f68743724fe66d1c701,True
904,"[false,false]",82ec88826a86ad7c735e78c6922db792cbcfb7bb56fddb64b9ad8265c41a41f8,True
905,"[false,false]",6196bbfaff2aefea55b298765b150a91f101ed39407f7644e8abe4556c05710c,True
906,"[false,false]",c1ee299f8987875aa34a60d3b07c412cd323735771a84fbec029b5c55d8c3c3d,True
907,"[true,false]",d07499c45c5b92429d072f78c5e157b4d4bcf048ec3f57478f52909b27a34f00,True
908,"[true,true]",1fa4285e6bd0399f2b4859168ad8052fe5283b6a7e503796942031d965ff51e6,True
909,"[true,true]",3ed04e12e38faee19d025fd0b3ce00b570f3cafa62a43b840b7751a9de572451,True
910,"[false,false]",a9c3f28698409b5f5a8a5ff596c2c06ffb89f32406cdca651afd0140b194c946,True
911,"[true,true]",d42ad4188ea587cafec8b424a3db5cdc4d3d4e5261332e08e4b7a031e2929dd3,True
912,"[true,false]",8661e4cc215fd614ef77a5f214974adba66770823456a1c7813ee5dbdf006516,True
913,"[true,false]",399b1e8c41bdd9779273b4a50c26514097602e027022cf1e23021980b2210db4,True
914,"[true,true]",f273ab88e468a61b36c94948e5778bf97d34d4fcaacc80be02a287a51a21f675,True
915,"[true,true]",16bc1a5232128b15c6a9653036dc243647d7195da3a30a7eedce317683f5e89b,True
916,"[true,true]",ea2c9ed4e567bed2afcaaa11258368c8403e02dc5806772c2783792d0e803d33,True
917,"[true,true]",a05157bcd475245145dff53a8a49ccb22cf32d4462d26e5932e233174137fffb,True
918,"[true,true]",66805993b04969d5afbfbc7d588887d8bb47e964cd25526c0e8661fc07f8872d,True
919,"[true,true]",bbd6dcf1e33cda5c17f1fd8933e2303d85131d8c6a39523b6ea89f9e2ae8e399,True
920,"[true,false]",00cb02c3adb91348ded41829b35a42253f7f24e01e4f65b053a48f1469bba9d8,True
921,"[true,true]",4d6813b85305f76312a4477c00f4986d188a8ffbfd42ef98a5a13e00f42fd0f9,True
922,"[true,false]",a94f90acf5b12e1d0c61a1a680cb79852f727e6976c52cf68b85f6db66b53e4c,True
923,"[true,true]",b6cfc705890c0d0cdc513b6d8a9ff6a3ce84fb465fe0fea984c6c400280dd57d,True
924,"[false,false]",0ffa0a83a415b2f1aedd1945f7f184b2760b9f2ac379b20a01b9b76c4b5c5570,True
925,"[true,false]",f0bab280a65012262ceec953d67114f41b9acd03de38d1a91afbafc03152f5be,True
926,"[true,true]",feeb7004ad0e8c2f7a1c3be456827eac0f6b396398059d2ff279ffdf31cfe44b,True
927,"[true,true]",5cfb4dfa8ffe4aadb58f5f713b97e9677e46282cc06469f4c655012151cfca5b,True
928,"[true,true]",26127c0501721443dee7ef082040bde121533e584b1df631de8e6d621996b003,True
929,"[true,true]",c66d3162f56b67dd930728a2ec9aff5bc4bb54f8d9ca297242a38183f2616f59,True
930,"[true,true]",02160532f86a45a911ae995a84d1f4f4b925afc23dfbacdebc079f9b2f68474d,True
931,"[true,false]",d80ff24368fbd550657148f11465ab2d148b2d29b71b7f215fc7079b9648fcf7,True
932,"[true,true]",e4a150b4e9581cb4ce0b3236360d9ddc97aa552d4eae34da9bb1b5795e57c58b,True
933,"[true,true]",003a037585d55231ed8dcb4d4eaa028b7b7cb54b30e530cf3b0db2f7eec94e84,True
934,"[true,true]",04160163b8ed6745cf88057a7c2ced6d160b590fa6a5c0f982bba7ac6353fc21,True
935,"[true,true]",57bcec31790234cb37e949871d5176fa61a8a98139343e6dc656d285e32db5f1,True
936,"[true,false]",9a811894a8943472f346bb24b4290764650fda36b9f86341ee48011fbc1ac9c9,True
937,"[true,false]",1c6c66122d47e9d69edef730c2e1de4c8a9d28a91cf97550e33aca907c433733,True
938,"[true,true]",0b7455d55db2098ea0ae4bf43cf0d33a1290b0c68a56af68347f476af6cbfecc,True
939,"[true,true]",bc49a736333d3f79b8f6f9d7f7a6663d59e280697989d1678b117b4747d37bba,True
940,"[true,true]",fdbfcd3342eb359cf6504882f7a9cf0a0572e0d6e51c411d5de95bebe6cef28c,True
941,"[true,true]",e5ed64812c86a1504af61b09e45e5dce7e6ce6fa5dec1b59af63f206507cbd7e,True
942,"[true,true]",887e4a59128510466249c09032a159beef311426bf0c802c8bbe639b2fd78ae0,True
943,"[true,true]",63b74e7ba422a72cc45b1c92e19ea6084e350041a1b1b8030d72f85124b92257,True
944,"[true,false]",cf72587d590b8bdf72992078cfb9e3ab0aae754b24399da1628ee8d0dd023f4c,True
945,"[true,true]",129455ae56e60e1cf061d699efc739fd1b73795e046344fcad1a4221169b5c99,True
946,"[true,false]",6df89dbe53e49340b7054373e979f141b9c7457aa02be95f06af3272516f60c2,True
947,"[true,true]",e9e963250323b243edb82298684fc3c876757c18e157114c37dc9955ee9559cd,True
948,"[true,true]",a5574c0ea860791ec5381d75424de631f08f5971c88c00f07f131fee58ff91f3,True
949,"[true,false]",125f29b8b2883506e69e8ea849e9fb19c614341b29ef9e6576eccb620cc4774e,True
950,"[true,false]",b485a1b3a7db75bbe2558e50f5ca106ecea93a3bb3e8b770f9d6dea37b74bab1,True
951,"[true,false]",c6fe7e1f67f2c40e2d94ff665e448a6b1eba3633ef6b535fcab51b1e5cbb16a8,True
952,"[true,true]",ed9d07056a63f72476645a88b908a078baf9184c6f5bff08ab410448828ac81d,True
953,"[true,true]",07a7a3c319f49e0e45f1cd6f004a56e06ea9f5bf16b5352fbf952115d184706c,True
954,"[true,true]",8437334dac87d9050691427ae594658a5722f6bc6328b317f9da1ec32848100f,True
955,"[true,false]",f2f9a6390e44ffe5d142dd4e011ae4d2293cd0b6862645810f921a69a3bff8a5,True
956,"[true,true]",853f660afa85485211a1b425d164cdb9469627e4c45d739a466f9b905a80c304,True
957,"[true,false]",d685d73c3f90ab994a94017d1b22f4c63d77b30db9a06f376a39343fcfef67f8,True
958,"[true,true]",b32f5b8d0c35005f3bdea371a16bb295c1cbca4db23026d0bd33fcabb6570364,True
959,"[false,false]",94ed98abf925cb65c9443562aeb339cefa320e372616636bf02a2e18a2c69cde,True
960,"[true,false]",a3f9e09405630c7ab4e5d041b3ec6f1bd608f19e21868afa592e7e16e7494153,True
961,"[true,false]",2d9bc3aaf7f99dfa36d83e48c32d660199e8232015bb9c24204455215cec10c7,True
962,"[true,true]",4fe6b41d0a5ed96def6ff307cb64f66cf7624d725ac95b382a1449bca6f9e4dc,True
963,"[true,true]",9732677261a8b13e1db1741f0cbd45e814670dc38ab74df24a957b0c456365f6,True
964,"[true,true]",c7e7f2a3f468fa6424c017122d5c858f4f2ad13f3e8ba4b45373885bdbc9bdd7,True
965,"[true,true]",9d60111c620e8f5f4b5cc0da44ca1e969226c2c6f01fc5e769e0c749bfbb0094,True
966,"[true,true]",b2529c0b7184ef265908a1e4fb6938408c780198034b510f3c5be68e7a64d780,True
967,"[true,true]",89855d3f93af764582ac3a038935bad94a963840852f0c1aae440e0dccd89646,True
968,"[true,false]",92302d0bbe1c509460b5da8e9cab568e44697cbd9650b560ba306d96cabd3b02,True
969,"[true,true]",8290bbef6affcf2c3f9953a67bd8d1b986f3ff179ff9489fa8a17d77ef47d406,True
970,"[true,false]",d8d92f21d8e1620d35ade9ebccef073632f3995594724cca3de3c09c5eaf41af,True
971,"[true,true]",bbe57bc9b78ec0c05d22e5bcd0eeefb3ffc03dcbcf05c14ab422c6a4e13ce8a5,True
972,"[true,true]",0e5b18ee991e2efa7fc0bdb1f8ae6564ef0e392531bd7128ab3d9d212c3a8796,True
973,"[true,false]",b06683e58fb126361e7e62386e061c21b5c278231be0871bb9da9af3fd450c35,True
974,"[true,true]",639ca641fa388b724604db526ebcad395a1ced2ee3c3a5d951527b6982183c49,True
975,"[true,false]",5209ed8fed6742891f08156bf48013c9ae7179a4699a473adea97b6cf01fdf82,True
976,"[true,false]",908ace8f7c90b1b4d9d9aefe9ae2d8076882be5ddd7a143d2b1f5906860c0c6e,True
977,"[true,true]",bf9c5ac8371f6eb7089c0e615533f716aef5ea3baecb002d2cf2e412500f7074,True
978,"[true,true]",d25010a42cb41a1e787887015aa32b69413bdee5656968c62bd572e96f3e2566,True
979,"[true,false]",296c9375ab5d209b20896689986069da6d5f66eef4b63b875e8efeb9e8fcb327,True
980,"[true,true]",eadf49f9a5ca6113ae8507399f6093ce59ed0c153ea2dcc33ecfc30fd1a05eb4,True
981,"[true,false]",ffce3f47765926cf9a1439e9f48b3bc8f8ebf1aa50d49ee9c65b9cb806beee75,True
982,"[true,true]",c53a32f58f31f9c8d2af28d01e99874fe9c243dd5dfb2b998a3b3b68289adb0a,True
983,"[false,false]",aec20eca84e0388164fc2a6c6b3dd9416c78effeeb1572ec3042009d8daf8f24,True
984,"[true,false]",0004e51f0186d2853b918127e7019a074ceeb440ac69453ff1bb85c2edcadf08,True
985,"[true,false]",30121fb8e7eb3b80409424293ddac964d51a184eb1284bee769af0933dd0b5c4,True
986,"[true,false]",17850d7fe964974569cd98d78e9334de7ecacb5dcbaff7bd0805afa767a7106f,True
987,"[true,false]",f0208aad249b1b9c9607fd72f579a4f4f15051b761a95f4536464ac0f69536ac,True
988,"[false,false]",2cda8402d25f30b536b53cb6c2dc32c7e7b18b57bfe66aaddf621c3df89036ee,True
989,"[true,true]",a626836e0ede11c7534b7a344325ddd6ce234bad3984f384509c0f2f88d7b5d6,True
990,"[true,true]",5343ed87eb6631e0ccdf56df5ca84be9e3193c06d4c5491cb147f9b55b85678e,True
991,"[true,false]",ae6abc38e8cf5b8d18f9f24d3ac07aa7ea7635c1452f000aeb489022fb7148d5,True
992,"[true,false]",2e94f76e0ba635e38f1136ff420184e6e3034257bfbb3d28ea451a3fb028471b,True
993,"[true,false]",f836505345442dceb4188ac11c380a5bb35334a4996e6e19734280db28091a92,True
994,"[true,false]",f93ce03047183d1c5bf02b5f27f36a090b1ceb6c0c855feb0aac1b48ead50714,True
995,"[true,false]",187fd587e692d89a0e0ab07af1965e3a82d239597a478c194e9de552a4866bd7,True
996,"[true,false]",0574aebca92a6d49bce72c8f78814136127fdc685ddebbc00b110461a0624067,True
997,"[true,false]",542c2f8cda4fd0fc7fb3087f600759c40c179acee08fe94d135bb4ace5b207b0,True
998,"[true,true]",6dfd0f43c2ae1aa3d1d385bb8e203020f26a52d907e052f464e437c0149c0e06,True
999,"[true,false]",b2e41edef340542e711ef9a88d3089967c0e2f947894e1315635a44edd678493,True
1000,"[false,false]",47d2b9c325c2dce216ef60295afbc54516c098f08639928ad086d1a94be16198,True
1001,"[true,false]",7c1b14b564f6d4a9852cc74bf64df846872392b6243dc73c5243daa1b2f5824d,True
1002,"[false,false]",48509b8867339cb930d5bd5080b1387e0fe84b081368e881896e6bfef3c9dee3,True
1003,"[true,false]",20a67af0df4691f8d39f20ce48b1ceb14086c85bdd292455660c12b00dff791b,True
1004,"[true,false]",0355ceed6c13ce8265116db6dbfb5372c73e92b0626eab1356ef31b5a0634f7b,True
1005,"[true,true]",eacdd719ee53725ee618babd224bb86df3b5b0c6c82f8e0d2ce5ff4d58e12ac7,True
1006,"[false,false]",d9796085ddcbdb61dd21956e2d73f129a3aaf1f79fd6e5b8d9fa8ca0aa71a783,True
1007,"[true,true]",c635ec299bd64f87044680b2ce5109c730b5655a0b4f3335e97118e42c0e58c8,True
1008,"[true,false]",d3cd04a71bc9ffa8b3990541b996d11bd76dd6863a95e00398e97ae857cf1b86,True
1009,"[true,false]",1e95dac6f752c905f1a804900322b7c8171dc766c123f5124db7a9a63b074384,True
1010,"[true,false]",bce8daae56de1c244ab7e0cd9becaa021cd358ae284551cd4b516542944f82c1,True
1011,"[true,false]",5351472b835e7946e29968dd0daf8498b9587ca3b60b953d9698d3c9c11463f2,True
1012,"[true,false]",629ff4f9ec792e399dae61989752fba0d1fcbb46fb2b843c1cc0dc05e4ab8aa9,True
1013,"[true,false]",9daf4de2635de657998a8059fcfc2b08515f131247447b792bf5c852ede3187a,True
1014,"[true,false]",7e82ddcf6d946ae99219a6b1efcdc4253c9adbac9a65461b88bfec88286662cc,True
1015,"[true,false]",31ef5fdf57670ccb2676dff64947f0f6b8726dfe51de57411af4bb2ddaad3c7a,True
1016,"[true,false]",48aeea648f067cde84e84d7b76e25bbae3d9f2011441fd08aa4c7feec3b47a0a,True
1017,"[true,false]",72c90b7ba56e780a1bc3c9b6fc133dc5dc970ac1a679a5a33de9e1cf5faeb825,True
1018,"[true,false]",338fd8efe110b665471739e43ba32f11073ce43031895250ad4204461498e4ab,True
1019,"[true,false]",d3d236ed9d0ac5ec1eb7c5e08213fd51decf74f1225c83a65333fbd36d4ad75d,True
1020,"[true,false]",5910458b8e576d0bf16ce1f3c1f136accefa4944c2d3e5972c564da809dd2aac,True
1021,"[false,false]",ca254b2eb53fa47dd1c5e2f4342e0cd5dddefe0833b453d773b5141729fe059e,True
1022,"[true,false]",291a9d1c0be3fecd84c526964f4cca2962d812052a8987fd7953fe18e31f8a3e,True
1023,"[true,false]",b4cce1723edcaf2c579e76e23e7a6bf35242eda3c07e4740c04951d272a72323,True
1024,"[true,false]",04dae4c488b951ecf92dbf4335969d5ec562178b89540e2ebb544ecf3c2fdbf0,True
1025,"[true,false]",2b896289c9487ebc9291e2fc463394109f4f6b578357144975803c45e551884c,True
1026,"[true,false]",95d6bbdd42238eae955cfdf6ba72ce952028c71011658d0410aa5a909a340ecd,True
1027,"[false,false]",5abae3270c418ae5c683066feaa66c8099e762eb2f9b30bd9d4fe7888d7d88db,True
1028,"[true,false]",29bd115b7b580aaff5fe73abe4b9f30c04dad36e2b5c2cd833397d7aa49f67e2,True
1029,"[true,false]",1b8c97ec72515555e1bded3d1bda28a69cbdbb37beeb4ab95fe0c84480cda6e0,True
1030,"[true,false]",1d7bfffff7ec679af019007996586300c7ec9a056f0944a1ab627b1e37afc786,True
1031,"[true,false]",d5564efa03dd257f3fcea6c9506ef5f18f6c30e64be23f3b31bf383888d9c357,True
1032,"[true,false]",2a7a3696530672657148b96573f229b6d25dd5874a8da80020009a50ffe23312,True
1033,"[true,false]",1c1c377c29797d96b8d3d08fc688ac6ed2a34d7607a97db75093d3a17c6634b7,True
1034,"[true,false]",9326008c80afd4975b90f271a2f6cbe58951424387c79efd7e5b111c21ba19a0,True
1035,"[true,false]",f96e5c7ac11cfbb6a39b185934b3b711dc83c1133881e974352b7a0b3c34c513,True
1036,"[true,false]",924909700da926abee4af238bed2817181a912fd2243eb42256fda5abfde06cc,True
1037,"[true,false]",451f8abfaca86a2070794b75de3ce623fd85081406942cf766747ea02bacf419,True
